sample_id,wav_path,start_time,end_time,tone,vowel,char,pinyin,region,site,speaker_id,paper_region,f1_mean_hz,f1_std_hz,f2_mean_hz,f2_std_hz,f3_mean_hz,f3_std_hz
0712_row_00045968,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0592.wav,1.22326,1.61832,低元音,a,传,214LSsqzm10592传,01语音信号,14溧水,石湫杜冬生单字,14溧水,278.35992431640625,101.8563232421875,2138.90673828125,494.38763427734375,2855.522705078125,301.4676208496094
0712_row_00045969,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0593.wav,0.87797,1.10219,低元音,a,砖,214LSsqzm10593砖,01语音信号,14溧水,石湫杜冬生单字,14溧水,284.38360595703125,82.2515640258789,2115.405029296875,378.4712219238281,2641.325927734375,307.5947570800781
0712_row_00045970,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0594.wav,0.66041,1.15884,低元音,a,船,,01语音信号,14溧水,石湫杜冬生单字,14溧水,267.954345703125,143.81211853027344,1596.12744140625,896.1322021484375,2702.42822265625,342.1210021972656
0712_row_00045971,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0597.wav,0.93378,1.20656,高元音,u,圈,214LSsqzm10597圈,01语音信号,14溧水,石湫杜冬生单字,14溧水,252.6811981201172,55.18528747558594,1815.9964599609375,711.9425048828125,2624.21533203125,227.195556640625
0712_row_00045972,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0601.wav,0.8642,1.12001,高元音,i,铅,,01语音信号,14溧水,石湫杜冬生单字,14溧水,250.21067810058594,187.07594299316406,853.2561645507812,470.70172119140625,1978.048583984375,336.9642639160156
0712_row_00045973,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0602.wav,1.11019,1.31012,高元音,y,绝,214LSsqzm10602绝,01语音信号,14溧水,石湫杜冬生单字,14溧水,417.9814758300781,182.30599975585938,1480.71044921875,562.1539306640625,2429.804443359375,387.86199951171875
0712_row_00045974,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0603.wav,1.02897,1.34405,高元音,y,雪,,01语音信号,14溧水,石湫杜冬生单字,14溧水,335.2035827636719,169.3596649169922,1423.1021728515625,672.900390625,2360.8037109375,429.1908874511719
0712_row_00045975,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0607.wav,0.65317,1.00467,低元音,a,晚,214LSsqzm10607晚,01语音信号,14溧水,石湫杜冬生单字,14溧水,144.0557861328125,63.401397705078125,618.2422485351562,162.50564575195312,1794.4205322265625,366.4853515625
0712_row_00045976,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0608.wav,0.86978,1.18952,低元音,a,万,214LSsqzm10608万,01语音信号,14溧水,石湫杜冬生单字,14溧水,139.0072784423828,69.19458770751953,606.2815551757812,204.3494110107422,1862.701904296875,372.995849609375
0712_row_00045977,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0614.wav,0.86282,1.10011,低元音,a,发,,01语音信号,14溧水,石湫杜冬生单字,14溧水,410.0545654296875,281.7745361328125,1147.11474609375,413.2189636230469,1850.5584716796875,551.3300170898438
0712_row_00045978,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0617.wav,0.67019,0.88194,高元音,y,月,214LSsqzm10617月,01语音信号,14溧水,石湫杜冬生单字,14溧水,251.49871826171875,99.41085052490234,1475.1507568359375,732.9677734375,2351.6162109375,362.4993591308594
0712_row_00045979,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0618.wav,0.83154,1.10046,中高元音,e,越,214LSsqzm10618越,01语音信号,14溧水,石湫杜冬生单字,14溧水,296.31768798828125,109.36270904541016,1436.9801025390625,560.0935668945312,2284.908447265625,411.0358581542969
0712_row_00045980,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0620.wav,0.95133,1.19947,中高元音,e,决,214LSsqzm10620决,01语音信号,14溧水,石湫杜冬生单字,14溧水,303.70062255859375,149.43124389648438,1124.4736328125,694.986328125,2194.599609375,399.9238586425781
0712_row_00045981,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0624.wav,0.89467,1.13031,中高元音,ə,根,214LSsqzm10624根,01语音信号,14溧水,石湫杜冬生单字,14溧水,257.5252380371094,45.469749450683594,904.2537231445312,318.5975646972656,2103.91357421875,514.2488403320312
0712_row_00045982,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0625.wav,0.59725,0.94501,中高元音,ə,恨,,01语音信号,14溧水,石湫杜冬生单字,14溧水,404.7059326171875,293.1001281738281,1065.6287841796875,486.3273010253906,1944.984375,500.58355712890625
0712_row_00045983,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0628.wav,0.71764,1.06631,高元音,i,民,214LSsqzm10628民,01语音信号,14溧水,石湫杜冬生单字,14溧水,254.29110717773438,62.36795425415039,785.4859619140625,473.64019775390625,2253.314697265625,299.55426025390625
0712_row_00045984,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0630.wav,0.75244,1.11783,高元音,i,进,214LSsqzm10630进,01语音信号,14溧水,石湫杜冬生单字,14溧水,290.18798828125,141.52159118652344,1016.51025390625,521.0197143554688,2319.970703125,449.1897888183594
0712_row_00045985,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0632.wav,0.84507,1.23873,高元音,i,新,,01语音信号,14溧水,石湫杜冬生单字,14溧水,322.0225830078125,218.79420471191406,1121.57177734375,716.5838623046875,2272.414794921875,568.4295043945312
0712_row_00045986,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0640.wav,0.86252,1.2042,高元音,i,认,214LSsqzm10640认,01语音信号,14溧水,石湫杜冬生单字,14溧水,223.77545166015625,67.35777282714844,1047.865234375,583.4003295898438,2163.557373046875,683.6809692382812
0712_row_00045987,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0654.wav,1.33737,1.52978,高元音,i,日,214LSsqzm10654日,01语音信号,14溧水,石湫杜冬生单字,14溧水,249.42349243164062,63.2307243347168,1180.263916015625,543.5593872070312,2256.193115234375,703.7728881835938
0712_row_00045988,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0658.wav,1.02998,1.43764,高元音,i,劲,214LSsqzm10658劲,01语音信号,14溧水,石湫杜冬生单字,14溧水,306.12506103515625,138.9128875732422,1316.7005615234375,550.8533325195312,2585.505615234375,460.004638671875
0712_row_00045989,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0660.wav,0.77175,1.14643,高元音,i,近,214LSsqzm10660近,01语音信号,14溧水,石湫杜冬生单字,14溧水,313.9901428222656,190.89041137695312,1214.1455078125,575.0643310546875,2417.74658203125,390.9249267578125
0712_row_00045990,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0662.wav,0.93128,1.19932,中高元音,ə,本,214LSsqzm10662本,01语音信号,14溧水,石湫杜冬生单字,14溧水,227.58580017089844,112.1170425415039,816.8289794921875,336.6347961425781,1852.514404296875,394.8227233886719
0712_row_00045991,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0664.wav,0.82515,1.19834,中高元音,ə,门,214LSsqzm10664门,01语音信号,14溧水,石湫杜冬生单字,14溧水,205.6544952392578,66.2701416015625,870.802734375,341.6319274902344,1908.5570068359375,423.9432678222656
0712_row_00045992,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0672.wav,0.65603,1.03998,高元音,u,困,214LSsqzm10672困,01语音信号,14溧水,石湫杜冬生单字,14溧水,224.9796142578125,68.74319458007812,1001.9049072265625,250.34727478027344,1756.2059326171875,356.305908203125
0712_row_00045993,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0682.wav,1.11688,1.47343,高元音,u,春,,01语音信号,14溧水,石湫杜冬生单字,14溧水,212.64849853515625,71.42161560058594,866.9332275390625,321.64501953125,1890.9310302734375,486.0065002441406
0712_row_00045994,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0683.wav,1.14837,1.63777,高元音,u,唇,,01语音信号,14溧水,石湫杜冬生单字,14溧水,264.298583984375,131.0182342529297,1033.833251953125,480.1955871582031,2410.0673828125,376.38592529296875
0712_row_00045995,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0684.wav,0.9013,1.2282,高元音,u,顺,,01语音信号,14溧水,石湫杜冬生单字,14溧水,368.9963073730469,219.8619384765625,1134.0516357421875,467.5243225097656,2016.03466796875,443.5978698730469
0712_row_00045996,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0685.wav,1.14605,1.62054,高元音,u,纯,,01语音信号,14溧水,石湫杜冬生单字,14溧水,253.3257598876953,153.50144958496094,990.3893432617188,629.0860595703125,2064.2939453125,442.98333740234375
0712_row_00045997,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0687.wav,1.10705,1.41989,高元音,y,均,214LSsqzm10687均,01语音信号,14溧水,石湫杜冬生单字,14溧水,274.6087951660156,103.16466522216797,893.1008911132812,465.5173034667969,2288.4482421875,178.79945373535156
0712_row_00045998,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0692.wav,0.75471,1.05889,中高元音,ə,分,214LSsqzm10692分,01语音信号,14溧水,石湫杜冬生单字,14溧水,292.3126525878906,172.99546813964844,864.6163330078125,402.3046875,1845.0780029296875,398.5262451171875
0712_row_00045999,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0693.wav,0.73038,1.10623,中高元音,ə,粉,,01语音信号,14溧水,石湫杜冬生单字,14溧水,214.9862823486328,111.24946594238281,864.1326293945312,414.1769714355469,1826.424560546875,405.0729064941406
0712_row_00046000,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0696.wav,0.73797,1.16098,中高元音,ə,蚊,214LSsqzm10696蚊,01语音信号,14溧水,石湫杜冬生单字,14溧水,178.03623962402344,78.90178680419922,724.2733154296875,491.19293212890625,1895.561767578125,499.7975158691406
0712_row_00046001,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0698.wav,0.69148,0.98865,高元音,y,军,214LSsqzm10698军,01语音信号,14溧水,石湫杜冬生单字,14溧水,250.20526123046875,66.72700500488281,983.7752075195312,507.2127990722656,2252.16162109375,399.8696594238281
0712_row_00046002,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0701.wav,1.04837,1.34744,高元音,y,云,214LSsqzm10701云,01语音信号,14溧水,石湫杜冬生单字,14溧水,239.63194274902344,60.93162536621094,861.0125732421875,598.0758056640625,2324.234619140625,306.1559143066406
0712_row_00046003,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0714.wav,1.49474,1.71314,低元音,a,薄,214LSsqzm10714薄,01语音信号,14溧水,石湫杜冬生单字,14溧水,398.758544921875,191.5620574951172,854.1666259765625,262.41729736328125,2142.064697265625,716.9742431640625
0712_row_00046004,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0715.wav,0.79635,1.11862,中高元音,o,摸,214LSsqzm10715摸,01语音信号,14溧水,石湫杜冬生单字,14溧水,309.727294921875,79.50782775878906,782.9783935546875,168.5487060546875,2395.33203125,624.7134399414062
0712_row_00046005,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0716.wav,0.89668,1.09389,中高元音,o,托,214LSsqzm10716托,01语音信号,14溧水,石湫杜冬生单字,14溧水,361.19830322265625,256.12835693359375,1000.2169189453125,330.3389892578125,1850.87646484375,774.669189453125
0712_row_00046006,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0718.wav,0.73342,0.94647,中高元音,o,作,214LSsqzm10718作,01语音信号,14溧水,石湫杜冬生单字,14溧水,325.5337829589844,168.07763671875,977.7085571289062,391.6197204589844,2023.72265625,807.7347412109375
0712_row_00046007,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0720.wav,0.69385,0.87587,中高元音,o,各,214LSsqzm10720各,01语音信号,14溧水,石湫杜冬生单字,14溧水,280.0238037109375,174.03941345214844,744.2984008789062,301.5275573730469,1631.027099609375,621.03076171875
0712_row_00046008,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0733.wav,0.54716,0.88602,低元音,a,装,214LSsqzm10733装,01语音信号,14溧水,石湫杜冬生单字,14溧水,463.4938659667969,326.70538330078125,947.9097290039062,474.8492431640625,2445.716796875,795.4462890625
0712_row_00046009,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0734.wav,0.78241,1.17712,低元音,a,壮,214LSsqzm10734壮,01语音信号,14溧水,石湫杜冬生单字,14溧水,364.0733337402344,241.42864990234375,877.3502197265625,438.47344970703125,2852.138916015625,395.6399841308594
0712_row_00046010,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0753.wav,0.89444,1.12635,中高元音,ə,着,,01语音信号,14溧水,石湫杜冬生单字,14溧水,254.60037231445312,211.4427032470703,924.2249755859375,355.0389709472656,1930.287109375,586.7683715820312
0712_row_00046011,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0759.wav,0.56299,0.85713,低元音,a,光,214LSsqzm10759光,01语音信号,14溧水,石湫杜冬生单字,14溧水,394.4371337890625,155.7139892578125,760.7213745117188,78.39046478271484,2243.459716796875,741.9846801757812
0712_row_00046012,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0765.wav,1.07608,1.3979,低元音,a,放,214LSsqzm10765放,01语音信号,14溧水,石湫杜冬生单字,14溧水,363.2987365722656,217.43202209472656,864.5653686523438,346.5574035644531,1993.649169921875,911.5490112304688
0712_row_00046013,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0767.wav,0.82407,1.25682,低元音,a,房,,01语音信号,14溧水,石湫杜冬生单字,14溧水,434.90838623046875,292.7768249511719,865.5612182617188,275.2473449707031,2292.443115234375,842.1968994140625
0712_row_00046014,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0768.wav,0.81222,1.24028,低元音,a,防,,01语音信号,14溧水,石湫杜冬生单字,14溧水,381.0770263671875,180.52365112304688,849.4099731445312,170.4090118408203,2346.71875,749.8209838867188
0712_row_00046015,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0771.wav,0.66913,1.08831,低元音,a,狂,214LSsqzm10771狂,01语音信号,14溧水,石湫杜冬生单字,14溧水,291.7169494628906,171.86744689941406,786.585205078125,159.1693572998047,2149.550048828125,967.7648315429688
0712_row_00046016,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0779.wav,1.46977,1.86334,低元音,a,撞,,01语音信号,14溧水,石湫杜冬生单字,14溧水,364.83087158203125,301.4034118652344,871.700439453125,326.97601318359375,2025.926513671875,898.5114135742188
0712_row_00046017,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0782.wav,0.60186,0.88217,低元音,a,江,214LSsqzm10782江,01语音信号,14溧水,石湫杜冬生单字,14溧水,196.0192108154297,125.18023681640625,835.0413818359375,492.0249938964844,1561.198486328125,652.67626953125
0712_row_00046018,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0783.wav,0.71446,1.02516,低元音,a,讲,214LSsqzm10783讲,01语音信号,14溧水,石湫杜冬生单字,14溧水,477.71759033203125,355.7194519042969,1017.1008911132812,502.72698974609375,2322.0146484375,737.9275512695312
0712_row_00046019,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0784.wav,1.29966,1.74055,低元音,a,降,,01语音信号,14溧水,石湫杜冬生单字,14溧水,263.2638854980469,322.69488525390625,932.749755859375,468.9072265625,1572.90673828125,693.1215209960938
0712_row_00046020,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0791.wav,1.76711,2.04829,中高元音,e,学,,01语音信号,14溧水,石湫杜冬生单字,14溧水,298.262939453125,198.25157165527344,1007.775634765625,280.2567443847656,2172.322021484375,746.1580200195312
0712_row_00046021,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0792.wav,0.97193,1.14758,中高元音,o,握,214LSsqzm10792握,01语音信号,14溧水,石湫杜冬生单字,14溧水,398.48712158203125,121.13965606689453,742.1160278320312,218.95237731933594,2318.704345703125,274.29779052734375
0712_row_00046022,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0802.wav,0.93778,1.09517,中高元音,e,北,214LSsqzm10802北,01语音信号,14溧水,石湫杜冬生单字,14溧水,356.8416442871094,173.2415008544922,868.9720458984375,279.5168151855469,1964.1549072265625,736.1552124023438
0712_row_00046023,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0804.wav,0.95891,1.10608,中高元音,e,得,214LSsqzm10804得,01语音信号,14溧水,石湫杜冬生单字,14溧水,366.27972412109375,186.1082000732422,918.5912475585938,271.0910339355469,2103.075439453125,634.90234375
0712_row_00046024,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0805.wav,0.98795,1.20467,中高元音,e,特,214LSsqzm10805特,01语音信号,14溧水,石湫杜冬生单字,14溧水,209.01492309570312,143.2738800048828,843.5498657226562,350.3465270996094,1567.5623779296875,520.426025390625
0712_row_00046025,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0806.wav,0.78847,1.17559,中高元音,e,贼,,01语音信号,14溧水,石湫杜冬生单字,14溧水,248.9040985107422,250.23573303222656,789.06787109375,537.6846923828125,2118.436767578125,349.4106750488281
0712_row_00046026,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0809.wav,0.60758,0.90279,中高元音,e,黑,,01语音信号,14溧水,石湫杜冬生单字,14溧水,321.47357177734375,258.1882629394531,891.8635864257812,342.7768249511719,1761.5025634765625,797.8859252929688
0712_row_00046027,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0815.wav,0.82055,1.19701,中高元音,ə,升,,01语音信号,14溧水,石湫杜冬生单字,14溧水,290.8642883300781,304.31695556640625,968.2926635742188,592.0596923828125,2043.4713134765625,608.976318359375
0712_row_00046028,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0822.wav,0.87599,1.11868,中高元音,e,侧,214LSsqzm10822侧,01语音信号,14溧水,石湫杜冬生单字,14溧水,169.32276916503906,115.21634674072266,899.7955322265625,411.5801696777344,1650.0330810546875,594.39794921875
0712_row_00046029,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0829.wav,0.54943,0.67258,中高元音,o,国,214LSsqzm10829国,01语音信号,14溧水,石湫杜冬生单字,14溧水,435.5599060058594,72.3758316040039,883.1983032226562,69.58732604980469,2443.734619140625,204.69549560546875
0712_row_00046030,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0832.wav,0.70872,0.98285,低元音,a,打,214LSsqzm10832打,01语音信号,14溧水,石湫杜冬生单字,14溧水,331.3411560058594,327.9229431152344,1053.2523193359375,201.12655639648438,1732.0059814453125,463.6904296875
0712_row_00046031,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0834.wav,0.7248,0.97877,中高元音,ə,生,,01语音信号,14溧水,石湫杜冬生单字,14溧水,357.61529541015625,367.0914611816406,1008.0161743164062,687.5283813476562,2028.910888671875,873.5855102539062
0712_row_00046032,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0835.wav,1.05183,1.39721,中高元音,ə,省,,01语音信号,14溧水,石湫杜冬生单字,14溧水,351.3743896484375,349.71893310546875,1081.360595703125,579.6710205078125,2062.474609375,525.4295654296875
0712_row_00046033,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0841.wav,0.62953,0.81515,低元音,a,百,214LSsqzm10841百,01语音信号,14溧水,石湫杜冬生单字,14溧水,175.1064910888672,117.61688995361328,645.3059692382812,206.21653747558594,1182.6041259765625,537.5849609375
0712_row_00046034,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0843.wav,0.4784,0.75802,低元音,a,白,,01语音信号,14溧水,石湫杜冬生单字,14溧水,205.59461975097656,156.3240509033203,882.568359375,247.08128356933594,1549.9737548828125,545.4033813476562
0712_row_00046035,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0845.wav,1.20372,1.4315,中高元音,e,择,214LSsqzm10845择,01语音信号,14溧水,石湫杜冬生单字,14溧水,302.4256286621094,328.3948669433594,912.73876953125,560.8397216796875,1686.3614501953125,744.433837890625
0712_row_00046036,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0861.wav,1.46713,1.7894,高元音,i,明,214LSsqzm10861明,01语音信号,14溧水,石湫杜冬生单字,14溧水,241.29080200195312,65.31995391845703,833.543701171875,500.4765319824219,2326.882568359375,429.4042663574219
0712_row_00046037,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0862.wav,0.94514,1.31781,高元音,i,命,214LSsqzm10862命,01语音信号,14溧水,石湫杜冬生单字,14溧水,247.827392578125,42.4730224609375,819.2798461914062,425.1075744628906,2221.8642578125,523.394775390625
0712_row_00046038,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0869.wav,0.79769,1.27266,高元音,i,名,,01语音信号,14溧水,石湫杜冬生单字,14溧水,230.72401428222656,71.26557922363281,944.1494140625,546.356689453125,2307.738525390625,532.6482543945312
0712_row_00046039,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0878.wav,0.56378,0.96538,中高元音,ə,正,214LSsqzm10878正,01语音信号,14溧水,石湫杜冬生单字,14溧水,279.00738525390625,194.7985382080078,1158.846435546875,617.2222900390625,2237.293701171875,615.7380981445312
0712_row_00046040,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0879.wav,0.71555,1.12651,中高元音,ə,声,,01语音信号,14溧水,石湫杜冬生单字,14溧水,260.5914306640625,164.68136596679688,933.5156860351562,684.5433959960938,2071.228759765625,635.9623413085938
0712_row_00046041,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0893.wav,1.26361,1.57721,高元音,i,听,214LSsqzm10893听,01语音信号,14溧水,石湫杜冬生单字,14溧水,228.95338439941406,68.78121948242188,906.5430297851562,398.1807556152344,2476.431396484375,378.0971984863281
0712_row_00046042,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0894.wav,0.71265,1.18834,高元音,i,停,,01语音信号,14溧水,石湫杜冬生单字,14溧水,208.17840576171875,92.00370025634766,1026.645263671875,669.490966796875,2387.31201171875,486.9391174316406
0712_row_00046043,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0896.wav,0.99802,1.3403,中高元音,ə,定,,01语音信号,14溧水,石湫杜冬生单字,14溧水,217.6979217529297,86.06571960449219,1140.588623046875,620.4324951171875,2506.36083984375,327.68707275390625
0712_row_00046044,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0897.wav,1.05913,1.45961,高元音,i,零,214LSsqzm10897零,01语音信号,14溧水,石湫杜冬生单字,14溧水,216.73678588867188,77.94620513916016,656.278564453125,421.537109375,2301.206298828125,391.383056640625
0712_row_00046045,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0910.wav,0.81902,1.1588,中高元音,ə,横,214LSsqzm10910横,01语音信号,14溧水,石湫杜冬生单字,14溧水,287.6012268066406,134.84226989746094,1102.164794921875,330.19769287109375,1914.499267578125,366.4034118652344
0712_row_00046046,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0914.wav,0.67795,1.08112,中高元音,ə,永,214LSsqzm10914永,01语音信号,14溧水,石湫杜冬生单字,14溧水,220.11422729492188,67.1126708984375,739.4110107421875,498.38775634765625,1678.330810546875,724.9151000976562
0712_row_00046047,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0917.wav,0.65312,0.9267,中高元音,o,东,214LSsqzm10917东,01语音信号,14溧水,石湫杜冬生单字,14溧水,284.3570556640625,81.40785217285156,841.7549438476562,255.55487060546875,1827.180908203125,695.4795532226562
0712_row_00046048,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0918.wav,1.47756,1.79174,中高元音,o,懂,214LSsqzm10918懂,01语音信号,14溧水,石湫杜冬生单字,14溧水,230.16180419921875,62.02801513671875,715.4389038085938,368.55242919921875,1916.63330078125,703.270263671875
0712_row_00046049,/home/ustc1958/lxy/graph/tone/tone/01语音/01语音信号/14溧水/石湫杜冬生单字/ch1/0919.wav,1.20987,1.61851,中高元音,o,冻,214LSsqzm10919冻,01语音信号,14溧水,石湫杜冬生单字,14溧水,263.69256591796875,69.84861755371094,1061.1568603515625,364.83685302734375,2206.94677734375,677.1570434570312
